"243_120426"	"429_120507"	"486_120515"	"520_120515"	"708_120531"	"663_120530"	"607_120523"	"602_120523"	"384_120503"	"444_120507"	"545_120516"	"369_120502"	"637_120524"	"196_120424"	"952_131107"	"289_120430"	"500_120515"	"706_120605"	"711_120531"	"407_120503"	"508_120515"	"829_130725"	"787_130530"	"298_120430"	"564_120517"	"460_120514"	"626_120524"	"680_120604"	"638_120524"	"605_120523"	"502_120515"	"360_120502"	"369_120502"	"04_120405"	"501_120515"	"253_120426"	"470_120514"	"534_120516"	"352_120501"	"331_120501"	"505_120515"	"551_120517"	"498_120515"	"938_131101"	"456_120507"	"691_120605"	"152_120419"	"647_120529"	"285_120430"	"213_120425"	"950_131107"	"461_120514"	"386_120503"	"812_130702"	"405_120503"	"340_120501"	"274_120430"	"547_120516"	"951_131107"
"Q96EP5"	4188.545527	3330.314373	3323.283119	3398.801777	3423.042728	3466.864716	3158.83504	3284.412636	3118.588074	3428.387994	3323.754063	3534.069982	3183.932753	3297.235192	3361.197809	3644.70638	6061.956649	3208.771374	3577.260055	3512.440631	3668.363799	3402.148289	3418.204634	3475.186026	3642.358813	3445.571136	3278.215629	3525.356838	3511.717481	3374.3849	3040.213847	3421.123625	3534.069982	4349.214696	3404.427902	3305.315343	3520.116801	3375.097333	3477.573187	3309.020458	3430.059745	3455.180127	3021.480598	3313.339048	3309.943673	3315.715352	3906.440051	3580.841045	3315.973027	3479.177676	3415.256772	3297.976265	3259.926731	3269.764296	3690.927134	3917.500748	3184.061573	3523.04233	3800.213143
"P09496-2"	405.2355658	234.9720861	318.36221	276.6537525	277.7885148	229.3239032	318.653167	319.8881449	290.3180118	278.869883	345.7996189	247.6964667	288.3553292	286.1287982	264.184964	281.0908404	300.9586888	245.8706948	285.8978478	320.6626646	246.9316106	264.4342086	295.5437034	310.4597336	264.6329041	278.5788275	367.2309913	288.5910468	277.5139904	281.192937	309.4990379	282.4221353	247.6964667	414.1001675	286.0026092	344.1551448	226.0083771	297.4430394	274.2922248	268.5647022	278.1497518	332.4496632	NA	274.4336597	NA	301.4212628	256.1992408	259.7390528	284.7639261	282.8530014	271.8089674	276.03936	266.7951002	295.4349037	254.5821606	359.3399729	268.411303	304.0145018	255.6783058
"O75879"	1065.012878	1395.580657	1451.835086	1398.58365	1409.034741	1530.97845	1433.937009	1412.658476	1419.368789	1194.451364	1579.482906	1276.373119	1600.432454	1198.641718	1557.298358	1491.356843	1445.267021	1390.292824	1368.219529	1434.834417	1462.417285	1460.917304	1454.331623	1428.564793	1485.619284	1505.151508	1551.407934	1379.934349	1446.102054	1328.493819	1394.220333	1433.644652	1276.373119	1151.223352	1389.609461	1207.663091	1433.864874	1255.017355	1402.50506	1221.094117	1363.995525	1378.767864	1431.902817	1473.305196	1295.591827	1455.310627	1206.902359	1496.382297	1347.488129	1544.024726	1504.201713	1318.074153	1135.128718	1425.17371	1421.214904	1408.117992	1411.699013	1355.968939	1455.709022
"Q9UKY7"	12606.40305	14171.17268	13856.09475	13376.21758	12968.03066	13223.21223	12932.65229	13934.67713	12291.77624	12496.04114	12363.65288	13157.88237	12727.60336	13170.05715	12729.80689	12979.05951	9799.826792	13019.10769	13040.39401	14638.08693	12138.587	12749.67167	12662.67304	12904.05897	13514.80158	12979.30649	13732.83505	13032.06606	13004.93598	13032.26323	12570.65839	12838.85421	13157.88237	11454.43621	12943.58913	13141.32208	11674.59064	13069.02478	13394.01659	13624.43934	13705.87972	12864.21872	13907.4042	12757.27442	14975.34333	13644.12327	14283.49037	12608.83133	12807.01386	12028.6511	12796.88607	14897.76262	12543.29307	13951.69568	12897.91915	11512.81423	13025.36141	13063.39035	13225.37447
"Q8IUS5"	5485.086857	5840.836838	5166.706924	5728.280391	5925.900456	5577.503048	5792.999408	5534.778261	5779.648855	6137.201845	6092.923181	5143.589619	5805.182649	5441.83486	4713.289972	5377.345027	2868.674411	5824.236032	5882.133817	6264.354564	5940.055123	6381.444404	5962.651549	5740.296072	7479.516562	6077.373237	5920.400059	5958.314913	5963.719906	6263.214165	6027.850103	5610.031746	5143.589619	5389.016416	6041.954311	5947.29141	6244.883539	6442.404074	5624.70043	6221.343633	6365.015302	5737.074585	5815.347795	5516.278239	6171.280562	5780.848391	5558.243823	6151.239993	6321.433342	6890.806015	5667.192722	6350.099289	6547.143737	6279.822963	6053.073212	5382.905856	5895.558439	5747.412971	5812.872571
"Q9Y450"	13680.29088	13067.61745	11797.82176	12348.11597	11899.96426	12008.96134	12870.81005	12899.35954	13226.1611	12507.62544	13039.21058	12273.76558	12082.78233	12084.81583	12341.67424	12291.77261	12223.93629	12102.72888	12467.09473	12998.80652	11811.77341	11976.34264	12541.77987	12342.87728	12431.55932	12177.17117	12375.04471	12412.07553	12477.57056	11876.01403	12642.18041	11753.69812	12273.76558	13243.5129	12403.42111	13508.04268	12882.47812	13020.4414	12786.65057	12801.14275	13864.68442	12241.1439	12587.63705	12817.63456	13130.9684	11972.4948	10741.94886	12622.39485	12436.82692	11946.80643	11897.05751	12088.86422	12388.49682	12894.22744	12440.19938	12904.23406	11282.87633	12800.6552	12307.15953
"Q9UGC6"	1934.380829	2436.944695	2063.171499	2284.202294	2157.677945	2578.071057	2139.407005	1654.314015	2444.481196	1942.502054	2354.318237	1925.782257	2193.504251	2133.737679	2468.431014	1912.348416	1834.885533	2143.130985	2103.084489	3060.398913	2261.694961	2055.30019	2066.10805	2054.490428	2159.646552	2189.116913	2236.578555	2072.646134	2047.428458	2201.800519	2278.321763	2083.402538	1925.782257	2174.812941	2238.475947	2357.407673	2550.979907	2196.586306	2200.122954	2229.226394	2281.389302	2575.848216	2248.809836	2582.363878	2530.838737	2078.691591	2276.275371	2114.8143	2100.977563	2179.820218	2066.820455	2070.573962	2280.430085	2130.857365	2142.28146	1431.006924	2277.532864	2165.50455	1840.446859
"P23919"	4350.676684	3862.121228	3902.762182	3769.032865	3973.307214	4768.394475	3977.865057	4272.746607	3923.607957	3671.352969	3984.213758	4179.961553	3861.211319	3756.118939	4017.613178	3885.406386	5221.731034	3354.254973	4153.625631	4314.867253	3713.438796	3903.969294	4072.800956	3930.316464	3516.673539	4117.224097	3793.642512	3762.912008	3703.262119	3916.049704	3689.597645	3886.046316	4179.961553	3735.423702	4104.805295	3880.862471	4331.916362	4031.282018	4277.270456	3916.828881	3825.894402	3937.959476	3771.365787	3730.932867	3711.115907	3993.753154	3832.686691	3717.808501	4099.686133	3834.638834	3631.460489	3758.448579	4072.791051	4001.153199	4483.439111	4497.766486	4024.322375	3848.512625	3826.505445
"Q9UBS9"	325.7986378	399.5752557	284.6452133	316.1915408	NA	NA	287.959927	328.392283	NA	373.7416061	317.7055082	292.0512036	NA	278.7540366	290.6556042	333.0438646	300.479047	306.8863487	297.062711	251.8720484	320.2343062	293.2949602	318.1762075	303.6653709	325.0797569	308.1376328	346.4384126	315.4629249	274.011278	287.9836421	340.0319795	321.3074351	292.0512036	283.9010419	308.0548905	313.3639017	NA	309.5771034	334.1610701	324.3357314	342.1739432	376.2670255	261.9388332	269.3562456	333.1666824	319.3793521	370.7012321	316.864165	388.9696774	319.6363883	320.2791105	306.572239	323.4547628	324.1649673	309.111171	337.5748146	426.1385662	294.5807526	304.3313914
"Q9HBL8"	2965.853016	2997.004415	3834.694743	3680.976569	4128.688989	4646.328985	3139.061083	4143.139872	3082.113589	4086.01958	4165.761518	4604.505161	1455.300623	2772.545992	3639.829978	4059.863478	3673.476447	4459.828384	3658.434032	3356.097836	4948.468166	4577.428129	3377.077249	3777.927671	5833.582517	3509.842135	5337.661939	4061.219662	4791.94705	2184.418617	6111.148726	3938.678809	4604.505161	3568.146337	4482.451854	4306.333127	3275.539724	2982.729757	1849.019358	3032.094402	3071.712665	4647.12458	4614.802186	4994.42032	2866.202028	3704.37685	4067.53006	4795.934046	3045.473992	4451.550642	4207.8111	3521.029272	2384.136281	3520.253556	4180.37666	4302.706253	4040.801967	4004.424715	3877.772397
"Q6PCB0"	2403.711377	2192.974265	2610.634022	2542.56635	2498.402126	2365.632602	2583.51279	2941.965374	2355.29346	2456.437615	2371.54973	2322.612056	2167.853956	2517.303304	2315.694555	2438.57118	2397.288755	2633.729264	2705.591228	2317.005411	2641.882355	2425.047827	2354.196129	3270.155234	2650.158032	2971.456179	2306.00207	2666.384789	1974.287911	2179.531727	2240.158997	2560.605986	2322.612056	3046.009694	2513.43185	2742.482714	2225.573464	2241.085052	2416.92744	2633.841481	2502.547956	2410.303551	3169.044704	2306.325366	2121.893178	2272.277718	3639.618066	2423.244333	2314.520245	3488.101568	2298.035076	1977.38644	2142.086632	2787.461475	2098.469166	3867.668291	3664.826113	2258.956155	2736.826757
"P23468-2"	22541.11959	19928.3834	20845.73973	21171.77096	20783.98864	23105.94695	21553.51532	21233.0343	21643.04264	20132.31809	21717.37266	21220.06822	20430.08668	21610.76916	21742.10434	21659.47604	18102.8373	20052.17735	21506.16104	22350.25116	21081.55709	21316.63502	20669.61448	22882.11389	21602.32307	20548.2349	20961.71753	21115.86137	21318.13629	20762.25014	22505.76666	21500.08555	21220.06822	24644.5447	21616.56456	22605.75712	22483.83216	22658.31535	21755.37535	21820.93299	21161.08711	21146.10212	21476.49206	20437.46018	20790.74583	21161.12189	18827.50213	21951.1956	21528.31538	21676.45047	20840.78883	22199.58154	21714.20816	21041.12259	21544.85273	22934.71006	19504.40252	20981.89016	21196.05994
"Q96BP3"	1472.922869	1519.638618	1511.747455	1484.617082	1379.178855	1430.13556	1484.790149	1313.55928	1416.643699	1591.137688	1452.40314	1334.083986	1612.352007	1593.516146	1495.88588	1471.742034	2431.430958	1516.929178	1491.734544	NA	1484.627323	1460.625097	1493.206105	1489.603468	1391.340819	1403.967465	1441.153951	1576.889985	1408.696685	1330.652695	1398.269685	1496.391696	1334.083986	1679.899862	1458.155488	1471.907741	1473.359104	1521.796815	1508.987986	1517.394657	1506.214859	1567.055646	1335.172925	1605.643955	1304.187105	1421.876338	1723.366464	1387.361074	1450.383568	1469.018672	1455.470808	1450.91963	1405.125329	1535.577847	1592.767311	1657.512251	1512.52744	1414.276248	1232.514237
"P43005"	768.8264336	1289.685454	827.651595	958.5214289	835.3242805	765.0264665	943.7895699	803.8956573	NA	875.1167455	783.6267985	805.328835	867.4677233	849.8813422	688.8845749	799.8439147	531.8072348	1342.165911	824.162155	NA	852.1683716	834.7341963	891.1747992	777.6346846	795.8850372	846.2970026	880.427542	917.4689558	847.4059993	873.1741996	828.6159379	834.1741692	805.328835	897.5185078	842.363653	838.6151694	908.7888772	908.8918419	856.5687768	835.4231861	816.8076063	920.1418074	862.4400106	878.3912996	781.0693825	847.2146606	972.754797	930.7046419	902.6116241	990.0312046	860.4101304	843.707996	897.391507	968.996708	735.5424594	799.125612	1005.981549	900.1520918	982.8482654
"Q16637"	1163.931314	1171.07325	1217.445281	1502.657598	1217.437764	1623.961985	1224.407194	1215.927356	1114.804561	1288.808034	1075.345213	1210.421922	1069.99793	1631.621774	1293.359057	1206.834171	1510.711957	944.0492639	1078.131619	1457.435757	1373.839563	1149.434993	1155.069217	1060.753206	1280.157641	1711.069074	1297.577726	1255.835885	1226.082901	1243.302608	1245.168402	1124.030532	1210.421922	1435.575553	1441.870444	989.5231861	1379.758024	1165.094858	1193.692892	1205.422426	1387.293638	1230.297439	1162.574316	1556.721317	1224.83788	1164.422297	1164.858231	1290.087121	1083.949486	1197.099992	1188.585327	1086.387103	1286.02938	1209.748316	1335.525242	1164.568294	1248.456367	1322.956488	1672.911891
"Q15800"	1116.080417	1258.057515	1280.642257	1086.481348	1220.028739	969.788413	1143.676022	1283.423555	1545.661842	1432.856525	1295.091917	1259.059366	1358.861717	1284.14307	1281.871482	1234.064377	947.7224709	1252.945977	1200.483402	1083.881535	1131.187907	1020.832755	1212.042047	1345.783148	2069.125786	1313.252489	1285.112839	1184.562697	1142.356535	1282.229608	1245.591055	1158.374671	1259.059366	1042.829458	1096.690631	1346.103701	1343.283618	1450.189684	1180.513973	1478.099227	1648.37104	1325.925413	1226.649453	1169.010355	1269.903619	1417.440236	1816.461161	1278.44341	1247.028312	1054.12349	1198.983206	1265.673076	1252.204021	1229.98249	1111.80657	1649.556185	1559.742747	1268.037902	1279.329544
"O43566"	2369.108547	2777.221494	2320.4333	2435.146212	2322.948663	2434.126987	2580.102312	2002.847617	2539.728021	2411.348045	2399.121575	2475.326812	2273.681581	2755.813778	2308.715966	2402.759881	1283.704214	2331.875964	2534.481783	2626.009713	2410.266129	2378.514297	2147.425636	2107.243477	2146.995993	2172.266823	2100.013342	2299.000197	2324.225521	2399.056514	2599.782695	2120.596017	2475.326812	2633.430415	2170.390148	2414.397294	2493.428387	2501.160212	2167.496797	2515.104767	2403.468121	2653.44996	2467.256746	2749.765433	3245.972711	2253.973184	2489.289119	2095.570868	2147.512347	2188.492637	2407.210705	2396.970644	2395.581426	2704.228188	2405.259929	1760.798525	2526.239833	2415.001361	2434.390166
"O14773"	12967.33344	10870.28892	10240.29463	9493.075532	10934.67353	11474.72146	11750.76389	11101.08264	10698.56904	14037.64842	11107.94089	9946.428157	12423.89271	11416.26039	10373.46922	10671.1459	9856.207433	10928.06949	9976.804811	10814.10105	10143.88808	11195.7224	10726.56303	10645.67423	9492.683134	10906.29598	9742.435889	10649.3741	11103.66244	9283.033436	8586.419055	11165.71816	9946.428157	10811.18763	11726.68321	11685.95779	10289.18992	9449.764594	10978.49731	11464.93268	11098.12547	10600.45084	10897.80971	11193.7019	11211.52187	10784.01253	10486.4519	11689.40384	11949.56484	12306.2003	10637.61473	13215.59094	10743.38988	12669.89605	12874.9591	12200.55028	11476.7631	10762.70828	10458.85497
"Q6BCY4"	8905.760442	3674.215599	4404.985395	3711.265975	3565.706009	4579.224475	3866.79499	7008.011409	3580.499839	6036.316769	5056.058814	3584.347399	4934.855148	6722.036799	5364.659802	5083.411669	3685.247499	4037.461775	4270.636197	6161.446203	3873.513684	4251.40943	4030.643571	6554.05995	4366.955545	4200.734076	3907.498144	4095.930579	4529.283545	4045.998108	3492.096597	4053.232368	3584.347399	3860.647353	4904.827373	6209.692253	4414.047899	5308.249686	5461.863586	5076.258163	4281.302357	4680.973368	4762.737139	3238.161808	4034.332109	5400.729151	3860.136468	4162.283067	5159.552438	5048.43584	3495.435892	4344.974936	4305.688991	4503.738724	5722.075883	9390.510217	4038.318025	4817.955395	3851.258712
"Q15173"	5339.473033	5769.821904	5879.316482	5131.834705	5869.711991	5692.467993	5329.818941	5715.515111	4684.682805	6000.613273	5662.366362	5419.214908	5307.739782	5329.436928	4884.516748	5631.796418	8238.407836	5677.06246	5586.152359	5811.240158	5706.027398	5750.039742	5791.324058	5671.285054	5667.055656	5623.39771	5827.367056	5692.045024	5603.177989	5668.496486	5541.05918	5799.2937	5419.214908	7034.759411	5405.66143	5985.471064	5560.071467	5769.292893	5558.86366	5664.385964	5339.492026	6315.282826	5651.136192	5380.238456	5651.275335	5739.162129	6820.680225	6016.144294	5747.382525	5426.479754	6243.183116	6019.891754	5727.484438	5852.431327	5951.148242	5474.913651	5576.462025	6111.357443	5741.650412
"Q9Y2P8"	188.3262109	NA	NA	163.7177615	NA	NA	214.9816089	209.1637798	NA	208.058703	191.1916729	181.8471022	NA	179.5061351	198.8546922	191.8338662	305.2616086	NA	202.4790292	NA	207.725134	NA	205.5826562	206.4848162	204.3781097	204.4109081	NA	192.4577071	210.0633742	205.4725935	208.3582213	202.7570123	181.8471022	184.6292293	227.1319459	201.9164525	NA	223.1590637	192.6819909	184.7591359	139.6121149	NA	NA	NA	NA	179.9336751	208.7018145	238.1259011	224.8510323	227.5514086	NA	221.3218986	199.2471867	223.8165179	NA	215.9304992	NA	NA	205.9152704
"Q96S99"	467.6762973	239.4114424	390.2337327	322.8772069	398.8183431	348.7613736	NA	NA	369.9647981	313.7532899	317.8939535	260.8573458	331.7568832	386.0384705	358.1266668	338.474171	NA	236.3087592	337.0674805	NA	336.9387285	328.3749917	NA	378.2498252	313.5029601	331.2211153	300.0244181	316.5569362	303.7388377	379.7086519	NA	319.0816253	260.8573458	NA	379.7567651	371.8313882	332.437595	381.9013297	351.6395199	314.9852616	NA	425.1627942	275.8708143	319.6402108	290.4867183	NA	337.666592	NA	342.4090451	315.801278	NA	304.6255387	351.0944047	265.7054483	309.8742621	369.9388202	329.1588368	371.3424928	NA
"P27635"	10918.1452	11421.94652	10552.54241	9454.785785	11690.83908	10842.00382	11658.81953	9805.647927	9724.373193	10347.73519	12053.57133	10344.38315	10758.00693	10971.7127	8832.44641	10689.16118	10596.79853	11525.60622	10472.99743	9599.635499	11316.56071	10652.8865	10577.81119	10960.55984	11384.04709	10922.28247	10646.61075	11237.3681	11294.48563	10752.4345	11027.3415	10234.80651	10344.38315	10284.38411	9568.978708	10908.36966	10467.41175	10737.28391	10893.11711	10913.96218	10630.61337	10951.81536	10388.44257	10867.55376	10631.8449	11890.84245	12086.05633	11152.53646	11701.25777	11732.72005	11751.62779	12437.04822	10001.11583	11447.77888	10798.41681	13122.17301	10519.49715	12477.28766	11609.02438
"F5H7W8"	155.7100162	NA	161.2914605	138.6307915	NA	159.4664582	NA	114.5083846	NA	100.3723949	105.0085989	117.9695566	NA	NA	315.6677705	142.9119274	119.5435033	NA	88.60008665	NA	148.8818929	148.322693	145.2553048	148.6563525	123.9748448	151.3344032	130.180214	NA	NA	132.6926575	NA	145.0791629	117.9695566	111.4116032	177.985303	129.5743507	NA	125.5210455	146.9784558	128.8892007	132.2175987	NA	162.749511	NA	114.3460154	136.5938563	168.0502391	131.8565792	NA	NA	NA	123.5285892	NA	162.886938	NA	147.0001776	125.826874	NA	143.3945294
"Q8TDN6"	583.7865348	638.0761453	535.8594042	472.646929	554.1379007	582.5193331	NA	551.8507818	NA	681.6900216	554.6203346	567.5712537	564.2125029	601.6349954	490.0694468	NA	726.5743261	560.6285401	605.5257384	595.9137938	480.2281604	545.1804799	NA	615.8633607	580.9270088	575.5411203	529.9521607	536.8473743	578.4807381	NA	NA	577.5533155	567.5712537	627.8537758	571.3219057	627.0193527	583.2022034	537.7784515	573.9359582	583.5113856	586.5849853	580.8757804	NA	543.5090876	NA	530.0336582	644.7949252	538.4591844	679.5821601	564.0688128	541.0445399	626.5456235	600.355563	668.4558571	NA	713.6033119	547.7474147	551.6290767	538.9082681
"Q8N442"	3771.444893	4015.830357	4015.845559	3670.159084	4136.122457	3776.490715	4018.382755	3595.378163	3947.267989	4036.021698	3958.596291	4062.955324	4115.494258	4080.085667	3794.949862	4092.744304	3696.672907	3679.736268	3902.21419	4484.752519	3789.626698	3909.711661	4024.398715	3840.393991	4307.826201	3807.275808	4619.472873	3691.823515	3548.020562	3656.237628	3008.160033	4213.498721	4062.955324	3960.947764	3810.202839	3708.671824	3831.142184	4054.547134	4183.813481	3189.481612	3910.295758	3758.749082	3780.229526	4116.933873	3839.802224	3314.678738	4156.615264	4777.64579	4250.552484	4016.967975	3898.376224	4498.86844	4303.333471	3598.670926	3357.935865	3572.976544	3571.134144	4288.306469	4524.878158
"Q6PJW8"	2879.038489	3030.566635	2875.873941	2908.620397	2862.741609	3020.459793	3228.246015	2125.484567	2887.425865	2819.387223	2375.313803	3030.266188	2752.550865	2820.599119	3004.256779	2775.5739	3127.042461	3063.354553	2870.868808	3037.21988	2842.412434	2730.973318	2799.090601	2640.944256	2870.474568	2611.348749	2606.869054	2914.361798	2828.238752	2914.107624	2809.263858	2781.652326	3030.266188	2845.711996	2630.608628	2794.855227	2710.781113	2900.554557	3037.956705	2786.960187	2792.309124	2975.396602	2642.080072	2941.600033	3041.145151	2803.390738	2851.218627	2729.794816	2699.000737	2784.766317	2785.713614	2635.489611	2795.751772	2856.713626	2807.664082	2751.828137	2845.308009	2677.771211	2737.6218
"F8W8J5"	1285.305026	1232.850293	1448.071481	1748.035376	1300.478136	1828.478869	2086.868101	1521.657181	1781.193861	1385.80356	1316.008909	1796.227986	1342.523228	1436.392414	1892.512582	1375.535543	869.8817449	1308.427172	1661.293058	1744.290855	1459.333523	1221.151955	1375.772675	1455.806487	1429.550139	1410.26817	1724.729323	1201.171419	1271.201872	1495.189452	1341.304778	1346.379753	1796.227986	1381.698773	1572.156906	1494.577147	1360.862199	1679.844924	1380.191277	1432.014167	1530.92869	1265.539361	1654.88422	1523.539561	1351.617363	1471.766716	1511.876422	1331.696409	1226.874496	1435.539536	1502.867134	1439.022101	1436.43913	1275.769165	1350.610276	1420.577125	1518.508476	1240.046547	1317.775714
"Q7Z460"	48965.78145	48558.47481	48013.48661	49525.15322	46170.08487	48527.46314	50471.83261	50637.28637	49020.28512	47831.24665	48384.04804	49561.07142	48888.77119	47914.06218	48328.24375	46675.44151	43185.731	48575.44112	47716.27581	50231.79483	48466.35919	47843.61268	49152.11746	48616.78716	49137.39882	48618.69454	48403.33996	50335.83117	48584.40356	48026.39343	48586.33855	47901.92491	49561.07142	45207.33524	48372.54786	48521.90911	48546.74017	48623.01357	47462.28223	49164.18346	49180.22257	48517.12322	50334.31032	45826.08417	48176.74441	48412.80619	50565.10586	49444.69036	49646.19436	49580.02414	48577.81695	49793.56134	48662.42567	47771.21438	50109.27113	50126.10664	46616.70823	48762.17014	47427.17464
"B1AKJ5"	3905.260669	4864.762483	4117.921386	4253.862508	4633.103757	4830.245774	4574.116865	4209.21518	5195.851008	4365.655316	4898.298465	4769.281882	4654.451552	4481.946638	4648.320993	4558.901491	4229.787394	4428.086553	4508.684996	6123.908355	4720.631568	4700.130558	4559.364035	4581.304674	4883.081039	4384.926302	4773.602516	4632.816708	4537.933225	4445.744812	5180.27785	4922.24013	4769.281882	5240.412796	4610.161936	4521.319009	4326.02457	4608.8567	4020.311718	4552.612618	4476.58424	5000.330691	4390.307435	4406.318956	4555.85133	4908.937629	4597.347292	4926.488437	4588.534959	4455.710588	5198.97712	4514.698208	4193.508721	4832.585226	4659.996241	5169.047193	4474.464995	5144.272029	4950.66819
"Q9Y639"	365.6121974	428.2034164	NA	NA	431.8874983	NA	NA	406.6777343	NA	439.549879	405.4796227	283.6219877	379.1567487	353.7687337	388.8191241	NA	876.110818	571.1147579	349.0933423	540.843993	461.8265174	375.8553067	371.8986	360.9279007	NA	NA	NA	423.020552	393.3314204	NA	NA	413.4289173	283.6219877	258.0002961	494.2276855	393.7874137	391.7020937	NA	344.5936765	414.3310789	455.7898369	NA	NA	NA	NA	394.4994052	462.2690016	353.8367111	398.5128695	481.6420934	NA	340.0484924	389.6480534	451.7453492	NA	325.2110922	352.827795	412.9700183	421.5536004
"Q8NC60"	268.5024737	419.4087121	384.8775466	285.3506025	379.8638958	NA	NA	376.2255678	NA	321.9598449	367.2952613	287.1561582	332.2102011	493.3655881	375.109849	359.6211951	273.8325686	367.0207131	392.8778591	NA	389.9527322	405.8534417	369.4951269	365.1972984	497.2539225	364.3664285	384.9052471	351.7595734	293.4063726	352.0456018	NA	367.4990219	287.1561582	508.2893496	378.3889585	348.8053333	345.0435997	375.0421987	264.505663	333.6111297	327.6267154	NA	408.4848461	NA	393.2839608	424.9604334	329.2832579	447.4365265	357.5117915	349.5056838	NA	348.9678735	370.6412879	310.9270618	NA	351.8125656	368.5817839	377.9650413	321.7147708
"Q9Y534"	810.7353442	685.5839334	810.8484803	768.5656372	829.0163558	NA	655.461913	716.1498825	891.4192798	768.5838065	747.2649913	815.6764643	900.453759	NA	803.0027059	797.6062318	1951.76967	785.1107501	848.634483	709.9275908	863.2398138	891.2154281	835.7903891	856.2640059	769.5596983	604.00481	631.9080953	785.8854862	NA	833.6709595	844.5978877	867.3416156	815.6764643	627.7649783	733.149185	695.4018661	738.7174259	730.6824651	780.2043384	786.303238	785.3553957	1123.318046	750.845029	743.5237063	816.1047055	716.9069546	754.5089748	786.3397896	1011.86285	984.8128108	958.2563293	662.5157437	768.8932034	691.8209694	NA	1041.623306	703.3809582	793.3985427	785.5996692
"Q9NXJ5"	662.1643233	711.3800227	639.8120629	670.4249416	690.5807242	687.1399094	NA	784.1139624	NA	718.5225494	648.829811	NA	674.6160395	690.1540445	739.6091434	NA	991.4196881	611.5728747	680.201493	676.0060396	672.1507734	765.5643398	NA	732.2178436	686.5758479	686.6485403	771.8248405	703.6191035	784.6649841	NA	NA	652.4020077	NA	831.5235755	692.7762072	771.6300175	699.1697271	673.0405131	642.2378917	763.5425012	661.6310632	NA	NA	NA	NA	727.7885248	630.2038904	596.7669555	617.6892019	633.7487692	824.5474353	640.729453	593.661341	694.579733	NA	674.7691333	793.9491308	659.0612164	760.9149357
"Q9P0M9"	1002.011458	1182.333466	1240.96055	1098.648854	1546.849045	1394.533231	1306.883749	1267.036956	1302.791912	1189.503914	1439.527003	1235.014428	1424.104015	1227.858785	1430.252961	1447.049618	1441.543183	1299.322389	1487.123137	1577.509101	1474.411217	1651.041353	1427.706966	1590.879529	1589.110322	1375.803571	1461.405361	1417.391943	1460.551288	1299.185906	1759.426216	1477.352242	1235.014428	1369.039562	1298.942872	1263.456844	1427.780327	1367.059102	1292.310719	1273.781925	1404.79816	1687.114856	1525.858561	1451.149275	1359.789849	1480.024418	1415.013178	1620.896677	1250.529852	1462.109742	1272.312334	1489.726185	1429.848059	1146.28315	1520.824506	1521.640292	1408.589442	1477.858711	1525.261264
"Q9H0W9"	6400.160106	5201.913943	5525.262121	4623.519069	5469.344519	6716.396794	6445.249256	5076.546746	5565.649198	4747.215965	5004.53876	4918.171547	3816.273327	5121.675929	5148.37836	4556.212822	6623.983582	4189.734453	4905.130637	5350.784492	5440.908316	4654.111297	5095.079928	5085.804616	5054.03818	4303.413723	5977.540379	4988.34932	5473.561044	4722.20468	4655.326497	5180.496405	4918.171547	7020.396823	5526.161436	6840.361062	4944.721497	4515.07351	4478.881391	4978.561307	4467.500705	5430.892968	5113.237388	4784.924348	4823.408996	4906.650044	4402.030873	5006.080168	5247.090671	5841.534721	4297.20463	4683.12036	4906.031901	5361.804752	4962.545999	7780.530576	5116.891171	4939.965973	5773.732478
"Q53ET0"	212.0049383	172.002306	NA	NA	NA	197.7912093	NA	186.1033915	NA	157.762413	130.3663961	180.0237213	NA	111.7702925	200.1251496	163.7421368	NA	180.1846342	206.4951822	NA	172.7363011	192.3929944	181.9148064	202.1204062	NA	NA	NA	NA	248.0012499	162.6306734	NA	178.5471618	180.0237213	151.303849	185.351646	182.035055	NA	NA	190.500352	175.8373339	NA	NA	NA	NA	NA	NA	201.5207948	NA	169.8356782	138.2808652	150.2917946	179.2716506	179.1724551	NA	NA	147.5319647	155.3860602	NA	NA
"P43146"	2968.074005	3067.896666	2965.639433	3184.68424	2967.941841	3027.04785	3043.792936	2897.253376	2944.259977	2955.449354	3208.591567	2925.025838	3216.022367	3020.118137	2809.95489	3195.829518	2069.622718	3173.632418	3062.364841	3070.120732	3139.000931	3422.459418	2900.244313	2508.267646	3084.046079	3121.124377	2813.316043	2981.28245	3517.684328	3193.896409	3395.502459	2846.334365	2925.025838	2994.748109	3081.600593	2788.459135	3225.321601	3073.341275	2783.487429	3054.974354	2982.615457	3246.967742	2866.059523	2919.432101	3288.880553	3257.215851	3024.366129	3543.634921	3096.599327	2774.892327	3054.159181	3011.028302	3217.642353	3145.523415	3351.192027	2369.653346	3069.24251	3074.000375	3138.701859
