"gene"	"meanVal"	"log2FC"	"pval"	"padj"
"ENSG00000227232"	165.724515638652	-0.131691628325202	0.139471680362686	0.360482565369442
"ENSG00000268903"	76.2785287801329	-0.0301617432309844	0.865088915105448	0.932889080046992
"ENSG00000279457"	393.313182965942	-0.29032071939259	0.0105861215924609	0.0955025738841877
"ENSG00000228463"	58.3611614155771	0.0829486499309175	0.6260667102759	0.794506166629679
"ENSG00000225972"	88.3360075273532	-0.181970578384176	0.229776353089369	0.468452015365073
"ENSG00000237973"	3582.66041494078	-0.154821369179963	0.310731074158966	0.551176213880697
"ENSG00000229344"	166.456500758569	-0.0750409863224103	0.605696995269446	0.782546151735568
"ENSG00000248527"	20882.6259956104	-0.152750192742067	0.256683715718244	0.496768836759167
"ENSG00000228327"	77.5941501147301	0.4121524226082	0.00335116195457814	0.0577203673328824
"ENSG00000237491"	71.2806264203845	-0.0809171208801702	0.236465851497945	0.474809885446703
"ENSG00000228794"	583.370989299991	0.132106668100848	0.0625551651462316	0.233166318246445
"ENSG00000225880"	29.1623360554286	-0.00787223119746009	0.938048638990117	0.969395270257754
"ENSG00000188976"	1259.14127425642	0.101774169212208	0.0901672574529137	0.283964524796238
"ENSG00000187961"	388.223979202549	-0.34464124038191	0.000195724038703553	0.0132757233069896
"ENSG00000272512"	103.952034402748	0.126565680104555	0.503912227776012	0.715151560482157
"ENSG00000188290"	627.269474814277	0.554748848023209	0.000175689303382204	0.012709939460587
"ENSG00000187608"	535.363596128985	0.413257638720985	0.00377875628432487	0.0601816418227929
"ENSG00000188157"	2607.85812374777	0.181199663999907	0.070194218049098	0.248685863772914
"ENSG00000217801"	164.819009110435	0.226047526483683	0.0115353474329414	0.0990932965481838
"ENSG00000131591"	540.309596691469	0.123769000862096	0.0603662232642478	0.228846110914045
"ENSG00000186891"	59.8759586640371	0.496391481707998	0.000194862943957526	0.0132757233069896
"ENSG00000186827"	42.7005864768516	-0.0473452328507797	0.743229926852557	0.86575196121764
"ENSG00000078808"	2633.24289959057	0.087143507192041	0.104812641962326	0.307873721177052
"ENSG00000176022"	506.637257428339	0.0756911560762267	0.285695675792384	0.526067572466229
"ENSG00000184163"	33.4058664687463	0.0871487298843546	0.534783603915447	0.736381009437372
"ENSG00000160087"	1102.81254316256	-0.0152889279990198	0.793275356368234	0.893921355755576
"ENSG00000230415"	68.2161733954351	0.1523210060475	0.140007053327252	0.361202249538669
"ENSG00000162572"	810.499667425156	-0.00105374053854203	0.989077289817052	0.994217904089051
"ENSG00000131584"	7977.2483704101	-0.00861339101976062	0.917069628550308	0.959371166024847
"ENSG00000169972"	106.920305752294	0.152368399178662	0.119008651797747	0.329923646866584
"ENSG00000127054"	2405.51827066884	0.00756491488472152	0.918293046978504	0.960020003697558
"ENSG00000240731"	144.01932642665	-0.0480138816544857	0.440506528164206	0.666998493076221
"ENSG00000224051"	845.971633035247	-0.0130220305747125	0.869975871995324	0.935251615098812
"ENSG00000107404"	3498.19367031968	-0.0937899535903627	0.232069482478142	0.470618756114074
"ENSG00000162576"	724.026509730423	0.221547070348828	0.022169774251146	0.137417473599199
"ENSG00000175756"	2070.84165408125	0.0356378563073887	0.533114602529458	0.735350728363981
"ENSG00000221978"	3179.33127565384	0.0437350547611864	0.215321870321284	0.451002111686574
"ENSG00000224870"	279.214571622909	0.00969784912099108	0.872892565953487	0.936694279631364
"ENSG00000242485"	816.331320448748	0.111750361491597	0.0352099000486385	0.172767391544246
"ENSG00000272455"	95.7846036188498	0.105219386094209	0.304927903281019	0.545203592218282
"ENSG00000235098"	609.217623414195	0.0672466870821341	0.522605311230219	0.727623167694391
"ENSG00000205116"	352.77578084405	-0.182977426754488	0.242225005685914	0.481123819855947
"ENSG00000179403"	1380.7675927071	-0.0584523852302301	0.59463091722461	0.775156878984256
"ENSG00000215915"	173.867849929509	-0.216513183538751	0.180083319858836	0.410103287077184
"ENSG00000160072"	1031.87887462012	0.175828744669227	0.0553866492254498	0.21922214344988
"ENSG00000197785"	580.894956549644	-0.00774387095523281	0.902117137640569	0.9521878998143
"ENSG00000205090"	589.719540616292	0.0181815886699564	0.804949967467188	0.899247390317544
"ENSG00000160075"	2406.01472924811	0.00414386001170085	0.928952022206525	0.964446692637857
"ENSG00000215014"	41.646644221025	0.3056515995054	0.00432772417704473	0.0637783529618758
"ENSG00000228594"	895.010060395205	-0.0828649266571018	0.388454905132425	0.624204096531408
"ENSG00000272106"	527.040010204076	0.114650523693374	0.18222042251565	0.413347923417595
"ENSG00000197530"	3447.09468535504	-0.0362060303042735	0.636924165161468	0.801768001676492
"ENSG00000248333"	1270.98485543148	-0.132963949358904	0.017217284374465	0.119596899087032
"ENSG00000189339"	1347.27445020219	0.0691619607520353	0.445774009515008	0.671168488217068
"ENSG00000269737"	35.4859358128939	0.270789744451349	0.0800225907033552	0.266169826816783
"ENSG00000008128"	40.6277729225231	-0.142732541318914	0.204332655675091	0.439048759255338
"ENSG00000227775"	256.27411192205	0.327410014149702	0.0146977815369732	0.111010493021465
"ENSG00000215790"	132.915248248633	0.159557454667677	0.236715325431704	0.47500360184844
"ENSG00000008130"	694.630928382905	0.00927311624152376	0.852282890317256	0.926977466891883
