"gene"	"meanVal"	"log2FC"	"pval"	"padj"
"ENSG00000128564"	2771.35680422098	1.01912023823869	7.44276287566789e-05	0.00816001766744403
"ENSG00000183090"	49.0719940614112	0.983531615245297	2.34730457465945e-06	0.000878351166165501
"ENSG00000260088"	22.8955049826855	0.887417877191257	0.000100347178863274	0.00933872539461528
"ENSG00000274767"	32.4841966539245	0.86913386340823	0.000100023664655764	0.00933872539461528
"ENSG00000250770"	26.0423501162853	0.753182729649507	1.12833032861015e-05	0.00266054108854335
"ENSG00000141433"	246.554257560899	0.728945385250203	7.20298105251257e-06	0.002061226587718
"ENSG00000265179"	47.3179679453806	0.701141491883368	6.42623952153654e-08	9.21790507368404e-05
"ENSG00000233123"	187.995221879217	0.69913546766192	0.000106964225448202	0.0095299768958524
"ENSG00000256193"	218.034758672414	0.695826907258757	5.23555066956008e-05	0.00677571814292526
"ENSG00000140795"	48.2726373551978	0.658806226964123	8.14025657140584e-05	0.00849519889013089
"ENSG00000176697"	71.3940478688416	0.644545091190029	5.31959251314646e-05	0.00678267747620667
"ENSG00000159674"	272.399622095407	0.628805421010589	0.000109958268421996	0.00965669221606033
"ENSG00000118804"	44.5865548156257	0.616813812323475	9.5584343974286e-05	0.00933872539461528
"ENSG00000179388"	721.767240659752	0.601161727055344	1.10990933050196e-05	0.00265345407026808
"ENSG00000180044"	258.67651658701	0.593443609936472	7.73305189549711e-05	0.00831931389232449
"ENSG00000152034"	111.129705395206	0.589963258988602	2.13697738777887e-05	0.00395735993631655
"ENSG00000196415"	40.1175326220641	0.569801725958028	3.62141139125416e-05	0.00566685038887799
"ENSG00000153012"	150.105978165699	0.566909534750413	1.82097203284334e-05	0.00359311997442534
"ENSG00000142149"	210.690069282601	0.524794527688636	2.12546098450833e-05	0.00395735993631655
"ENSG00000253741"	27.2620037010046	0.523006500648926	6.75359220055048e-05	0.00785470152351861
"ENSG00000249436"	111.754962832046	0.522814198541731	3.97655506553225e-05	0.00593073030614065
"ENSG00000203668"	274.659455897898	0.513794800740358	8.44975478586987e-06	0.00214734551349626
"ENSG00000125772"	740.337807649672	0.512816499791604	6.31411025423643e-05	0.00765385773282899
"ENSG00000115415"	913.28756846729	0.508235195998173	9.69904798664001e-05	0.00933872539461528
"ENSG00000258768"	53.7729015964204	0.494444750896454	1.68497845305524e-05	0.00349440170029395
"ENSG00000214872"	48.7562992173934	0.466763022975437	4.36368447388817e-05	0.00620761164041629
"ENSG00000275342"	457.05380675887	0.465071549106554	6.87414061461379e-05	0.00794124714089578
"ENSG00000183935"	60.0283675461942	0.462318940870453	4.08252697213609e-05	0.00600619972404944
"ENSG00000198830"	1273.9130280859	0.451080974826434	1.77902689577852e-08	3.06223899570358e-05
"ENSG00000144366"	143.256945655637	0.441724535199143	9.57361073260819e-05	0.00933872539461528
"ENSG00000186188"	97.1388438917142	0.432260841108054	5.01451879229277e-05	0.00671498818792891
"ENSG00000176840"	219.233301053007	0.426979921092049	0.000101997349339898	0.00933872539461528
"ENSG00000163749"	37.7151247536172	0.412230752516196	9.47994700868584e-06	0.00233111896943585
"ENSG00000246100"	67.8768521640996	0.410858544955045	7.1756159246799e-07	0.000385980865348485
"ENSG00000161835"	1286.25245811423	0.409168327737191	8.6985091887703e-05	0.00885961175540255
"ENSG00000112541"	147.415838383869	0.388823903257252	3.99677404004134e-05	0.00593073030614065
"ENSG00000128833"	243.585756884671	0.388529305501793	0.000107312705216162	0.0095299768958524
"ENSG00000171476"	2442.9666548501	0.388284026552986	2.78387351381819e-07	0.000199661728305635
"ENSG00000278266"	26.5753669504612	0.386985016443315	1.6640328346879e-05	0.0034930484370101
"ENSG00000260231"	68.1491317974059	0.382644083482389	4.87854109533008e-05	0.00666462919634259
"ENSG00000110492"	290.51276701242	0.37376887704783	2.42586122059454e-05	0.00430477826701998
"ENSG00000174473"	88.3490515460744	0.372321659991039	5.27477041278095e-05	0.00677571814292526
"ENSG00000271614"	296.511192113556	0.367425270471055	2.47311607368651e-05	0.00434385173228224
"ENSG00000115758"	469.900156543264	0.338157742873887	1.32767254169841e-05	0.00292667569569434
"ENSG00000229431"	31.3393564468753	0.335509095968009	7.82653339720057e-05	0.00836758505378966
"ENSG00000103021"	340.352011607314	0.334291777026737	5.11045984208846e-05	0.00671498818792891
"ENSG00000188312"	63.1582830439896	0.328980310782567	8.64739684615197e-05	0.00885961175540255
"ENSG00000187653"	58.4225884009945	0.322145400836283	2.24758540211069e-05	0.00411571143899269
"ENSG00000260572"	25.3641251712319	0.308866423778703	7.214845504183e-05	0.00810577903265318
"ENSG00000170791"	407.000478576552	0.291394961350508	1.12278011330607e-07	0.000120790088064608
"ENSG00000231312"	476.922618844998	0.290339377407295	1.24288826888905e-05	0.00281497839110357
"ENSG00000166598"	4847.84266521831	0.288923064572487	1.74889710721145e-05	0.00354161951840361
"ENSG00000268471"	47.7411252888497	0.285939420127468	7.38253139968168e-05	0.00814586621684107
"ENSG00000184903"	81.1975497148515	0.285500528188719	7.450552454387e-06	0.002061226587718
"ENSG00000131378"	831.317397257628	0.282407670512074	0.000101120321824932	0.00933872539461528
"ENSG00000137038"	706.405888286808	0.27814553118509	9.62353290491633e-05	0.00933872539461528
"ENSG00000082212"	600.600496641502	0.277211568348761	3.24600837707333e-05	0.00521388082168695
"ENSG00000166669"	218.682144620817	0.275369050095064	0.000101524056858529	0.00933872539461528
"ENSG00000162065"	1441.8498746889	0.270760680403245	8.08349779797409e-05	0.00849519889013089
"ENSG00000184009"	16307.3973346571	0.269139387838557	8.48309387775204e-06	0.00214734551349626
"ENSG00000103356"	394.450277866738	0.256438473202968	6.20608912485892e-05	0.0075876400851698
"ENSG00000106153"	3516.04292771498	0.254221688288861	9.29261789950878e-05	0.00924588623723958
"ENSG00000063322"	1998.17193837858	0.251919636866491	6.49656584030381e-05	0.00770543987406212
"ENSG00000185414"	370.524654535059	0.249548413166243	3.0493135238819e-05	0.00499884130348374
"ENSG00000183684"	296.415284825127	0.245651004863549	0.00011260641160492	0.0098390566647487
"ENSG00000175787"	209.369138773484	0.221024271927345	7.50523247123865e-05	0.00817642826122981
"ENSG00000205352"	638.57298376536	0.204620131255385	9.78625583999931e-05	0.00933872539461528
"ENSG00000140416"	883.753783197403	0.190795232430396	3.94216376781995e-05	0.00593073030614065
"ENSG00000123472"	2266.91344950124	0.188327553760613	4.95974111068498e-05	0.00671498818792891
"ENSG00000028203"	830.010014741001	0.184374814364616	8.47809773544373e-05	0.00879117447712006
"ENSG00000068745"	1402.19928628213	-0.144358174334449	0.000100124942955798	0.00933872539461528
"ENSG00000113269"	2098.18737232972	-0.164651010395532	8.14330922483935e-05	0.00849519889013089
"ENSG00000079999"	1431.54874157966	-0.178760453901898	3.92220050798201e-05	0.00593073030614065
"ENSG00000187535"	852.319883343651	-0.194078303166004	7.70593354352475e-05	0.00831931389232449
"ENSG00000100014"	776.089902390957	-0.196975986551063	0.000105883037271323	0.0095299768958524
"ENSG00000231025"	138.293626887	-0.197227496698987	6.21540261435509e-05	0.0075876400851698
"ENSG00000180479"	132.168433427166	-0.223834674987326	4.73593640863541e-05	0.00652157387214731
"ENSG00000166716"	878.163788385311	-0.226018617461501	1.27566881726975e-06	0.000577844403991162
"ENSG00000186834"	1557.90230011268	-0.232535953954421	3.02129054812531e-05	0.00499884130348374
"ENSG00000130475"	1112.18835777618	-0.237701131507355	9.94835753819494e-05	0.00933872539461528
"ENSG00000179361"	118.496070284671	-0.239887462949349	9.14150009493505e-05	0.00914840936826262
"ENSG00000106829"	636.919740289985	-0.240320531758316	2.10972119597072e-05	0.00395735993631655
"ENSG00000176463"	721.956089452193	-0.245697942056349	6.53572428753308e-05	0.00770543987406212
"ENSG00000108828"	1107.14876728974	-0.249040447615499	6.65042540981288e-05	0.0077873314679666
"ENSG00000260766"	91.8985288291923	-0.250068865254026	0.000100812898219243	0.00933872539461528
"ENSG00000196476"	338.872886552785	-0.250278196388331	4.47946825843483e-05	0.00632008910921628
"ENSG00000106078"	2347.21282748638	-0.255382603060217	4.23540301677879e-05	0.0061783044176113
"ENSG00000260257"	520.057541206246	-0.262830908598707	6.13709729910047e-05	0.0075876400851698
"ENSG00000123136"	586.819493148689	-0.265244490211049	1.33917422787194e-05	0.00292667569569434
"ENSG00000125734"	869.216988069533	-0.267937312013946	0.000101857997506432	0.00933872539461528
"ENSG00000180834"	919.947309999429	-0.26957206962275	1.37523795931447e-05	0.00295899637421
"ENSG00000165406"	554.817957357299	-0.270813073330323	1.2204685475686e-05	0.00280105668123977
"ENSG00000133069"	2995.23679982839	-0.278722593647658	2.29921226268017e-06	0.000878351166165501
"ENSG00000119950"	1918.9092796009	-0.285957005549397	4.31257495227082e-05	0.00620761164041629
"ENSG00000156876"	59.54789058447	-0.292276759227259	5.45722460062742e-05	0.00690700051842645
"ENSG00000265763"	338.103119475717	-0.305298078150632	2.91845846797514e-05	0.00497380451576793
"ENSG00000108349"	2820.65575302289	-0.306497931172624	9.03981303244835e-06	0.00225510582213817
"ENSG00000187699"	153.311672835231	-0.311335071634058	3.76047913317591e-05	0.00583145291165379
"ENSG00000114126"	1310.80237523593	-0.325760098019083	8.11523587631939e-07	0.000410845750409076
"ENSG00000106665"	5834.41673531623	-0.32807779060867	1.26968174352902e-07	0.000121416843618694
"ENSG00000279253"	94.5253296784198	-0.330795072639305	3.2713596046139e-05	0.00521388082168695
"ENSG00000143157"	1258.15907775136	-0.332156047797323	2.63591522981938e-06	0.000955428825227102
"ENSG00000113073"	38.2810293230695	-0.332285769244396	5.66265117994689e-06	0.00174055740643617
