"gene"	"meanVal"	"log2FC"	"pval"	"padj"
"ENSG00000128564"	2542.98134606231	1.37728799149977	7.5483726897663e-07	4.37860779185106e-05
"ENSG00000274767"	29.449970741775	1.27135974812688	2.71535173020797e-08	6.31612828811755e-06
"ENSG00000240764"	167.840169633224	1.21385433143977	1.22516336595301e-06	5.87270262123252e-05
"ENSG00000157005"	305.250843566246	1.18499299787882	7.06564624938373e-06	0.000162561511764696
"ENSG00000183090"	45.8409379552313	1.16373699964087	8.99934851940988e-07	4.88661785692752e-05
"ENSG00000186212"	97.9137068191027	1.1238944038701	2.64590477649093e-05	0.000351690802453578
"ENSG00000136099"	671.441153022019	1.08780730778736	2.4776188418901e-06	8.84797782685775e-05
"ENSG00000233123"	169.650633944446	1.08157232161512	6.84113520425052e-08	1.20159653337514e-05
"ENSG00000180720"	63.7612253183503	1.03991058590978	1.26840948376225e-05	0.000225340194788338
"ENSG00000054277"	71.438520695241	1.03965856290131	1.04421464765167e-06	5.36539305373976e-05
"ENSG00000054803"	354.073912094559	1.03270498572924	1.10834549739989e-07	1.65895226493428e-05
"ENSG00000175426"	587.666457569454	1.03196114053996	7.41603990721809e-08	1.27652294922945e-05
"ENSG00000180440"	133.685866379002	1.02355148914397	5.31487051806682e-07	3.71797091328571e-05
"ENSG00000125084"	28.2922224897962	1.02191609773875	0.000124575146333595	0.00101535968314114
"ENSG00000101438"	260.018110648064	1.01416467860318	1.03734086064903e-05	0.000202675916394459
"ENSG00000186081"	40.919613522838	1.01295207834777	0.000113217146243243	0.000952030648893473
"ENSG00000248738"	48.3903222420138	0.946521010437158	2.68989680142094e-06	9.22334534718298e-05
"ENSG00000255916"	136.903744291664	0.935311816938253	1.24824844195009e-07	1.7327500347812e-05
"ENSG00000243232"	64.9143952775434	0.93223925466416	8.07039340063093e-05	0.000748468112096229
"ENSG00000166111"	1575.26367522714	0.919118041192422	3.52801722651697e-07	2.99151529655353e-05
"ENSG00000112812"	62.4687980927424	0.916533464293809	1.45566546927818e-08	4.04134995527183e-06
"ENSG00000261553"	35.5473852497492	0.913824422420836	3.47716853061938e-05	0.00042012760333932
"ENSG00000107165"	22.2202775241594	0.905867750854502	6.61790718952351e-06	0.000156906386299268
"ENSG00000118733"	386.490216832209	0.905468912255066	4.09811138255464e-07	3.17751311837446e-05
"ENSG00000181195"	31.3295304463482	0.90521796284344	6.83158482536041e-05	0.000663949178502634
"ENSG00000178031"	24.7668942542415	0.90214262028322	1.60774911560602e-06	6.69307014731418e-05
"ENSG00000180044"	234.634536006191	0.899675479193693	4.60678233096527e-07	3.40328516149807e-05
"ENSG00000113327"	1446.73054766886	0.897633023560852	8.71921938196716e-07	4.8103821545449e-05
"ENSG00000168081"	28.0906607950783	0.896570280013494	2.42353558323226e-05	0.000333463772935067
"ENSG00000204179"	62.7706262509105	0.885137064944818	1.71583157390209e-06	6.93930092327022e-05
"ENSG00000104490"	2117.88634150924	0.880481128771545	3.76271168256098e-08	8.09594452399026e-06
"ENSG00000136750"	656.234609797972	0.86550424176601	4.83306694244428e-05	0.000523457671420182
"ENSG00000256193"	202.474453705971	0.863084861892822	1.16433011206408e-05	0.000214808298166763
"ENSG00000171004"	124.338838392936	0.860518373425503	1.13287636415629e-07	1.66668383386515e-05
"ENSG00000205710"	27.8790860080882	0.855538729494433	1.44127224146541e-05	0.000242508495526335
"ENSG00000268182"	81.8508923515718	0.855014913412823	5.97205600779771e-06	0.000147909352607514
"ENSG00000089199"	2120.56292786155	0.848531643811102	2.79416521962068e-06	9.397598304831e-05
"ENSG00000143473"	102.023172174126	0.844431265591202	7.49211131057345e-06	0.000166695623466659
"ENSG00000164600"	454.965541648801	0.839653462789914	3.32106446205451e-06	0.000101899255945355
"ENSG00000135824"	69.1211723910168	0.836786757837236	1.40179946115364e-06	6.30061951827823e-05
"ENSG00000276085"	29.4027476091027	0.83666101833643	4.36209769847987e-05	0.000489151711295987
"ENSG00000246363"	27.8366705167647	0.836394464104487	3.97124541792412e-06	0.000114500916882291
"ENSG00000130368"	139.465776747206	0.82977470164934	1.2491180477604e-06	5.89070382358897e-05
"ENSG00000276462"	224.101537424063	0.820080743727248	1.24418077233738e-05	0.000222852066953625
"ENSG00000197322"	54.8823026584772	0.818933219398362	2.36032298776089e-05	0.000327119481387506
"ENSG00000086717"	59.8937988694442	0.818226419977676	1.66708542378618e-05	0.000263899191452018
"ENSG00000105976"	182.596948460078	0.814473685646459	5.84777989648138e-07	3.88428918508741e-05
"ENSG00000006128"	149.431776890566	0.804073426353939	0.000105271246147025	0.000902856980532506
"ENSG00000250770"	24.5523388827635	0.802048348100773	4.75139010286943e-05	0.000519180516805162
"ENSG00000117600"	569.411514660295	0.799891021949618	1.64679183410295e-06	6.76520950845204e-05
"ENSG00000171873"	80.5619788794021	0.794989988007804	1.48122527956262e-05	0.000247051201096994
"ENSG00000145242"	203.799373459402	0.788458360246987	2.35773175282741e-06	8.59822810623267e-05
"ENSG00000174460"	295.070042436965	0.788043308066602	3.16938102487128e-05	0.000397306947381067
"ENSG00000177432"	2004.81498389352	0.787816752327991	5.93762650762894e-07	3.88609753139988e-05
"ENSG00000152034"	102.380031985345	0.786592733979048	3.73449352061704e-07	3.02433000493043e-05
"ENSG00000041353"	257.110849352515	0.784110920959422	3.2610988583492e-06	0.000100959163037347
"ENSG00000104327"	191.002581578268	0.78148620729499	8.86174630678321e-06	0.000185568417492286
"ENSG00000165023"	1729.68235081173	0.779565759420299	3.45191865261435e-06	0.000104059327088355
"ENSG00000153820"	193.876707872474	0.778840571645243	1.45041773215173e-06	6.36888786314484e-05
"ENSG00000157219"	192.187855748976	0.778425057791225	2.68425800864016e-05	0.000354870453937965
"ENSG00000050628"	31.3455908681836	0.776863579547779	0.00145383775838039	0.00622200629910534
"ENSG00000165973"	258.151391952712	0.775837573645879	3.40085330889467e-06	0.000103425597183752
"ENSG00000185742"	808.403878550421	0.774503207898189	2.46749549520376e-07	2.49512388745954e-05
