Var1	Var2	formulas	Var4	ADpresence	c1	c2	c3	NCIpresence	ADperc	NCIperc	presenceRatio
MAR07633		2 ATP[c] + 2 H2O[c] + 3 histamine[c] => 2 ADP[c] + 2 H+[c] + 3 histamine[e] + 2 Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR07634		3 5-hydroxy-L-tryptophan[c] + 2 ATP[c] + 2 H2O[c] => 3 5-hydroxy-L-tryptophan[e] + 2 ADP[c] + 2 H+[c] + 2 Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR07635		3 adrenaline[c] + 2 ATP[c] + 2 H2O[c] => 2 ADP[c] + 3 adrenaline[e] + 2 H+[c] + 2 Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR07636		2 ATP[c] + 3 dopamine[c] + 2 H2O[c] => 2 ADP[c] + 3 dopamine[e] + 2 H+[c] + 2 Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR07637		2 ATP[c] + 2 H2O[c] + 3 noradrenaline[c] => 2 ADP[c] + 2 H+[c] + 3 noradrenaline[e] + 2 Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR00052	5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven)	5-hydroxy-L-tryptophan[c] + ATP[c] + H2O[c] => 5-hydroxy-L-tryptophan[e] + ADP[c] + H+[c] + Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR00065	Adrenaline Secretion via Secretory Vesicle (ATP Driven)	adrenaline[c] + ATP[c] + H2O[c] => ADP[c] + adrenaline[e] + H+[c] + Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR00334	Secretion of Dopamine via Secretory Vesicle (ATP Driven)	ATP[c] + dopamine[c] + H2O[c] => ADP[c] + dopamine[e] + H+[c] + Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR01442	Histamine Secretion via Secretory Vesicle (ATP Driven)	ATP[c] + H2O[c] + histamine[c] => ADP[c] + H+[c] + histamine[e] + Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR01555	Secretion of Noradrenaline  via Secretory Vesicle (ATP Driven)	ATP[c] + H2O[c] + noradrenaline[c] => ADP[c] + H+[c] + noradrenaline[e] + Pi[c]	156	94	1	1	0.9	62	1	0.885714285714286	1.12903225806452
MAR10022	Transport of Prostaglandin A2, Lactate Antiport	L-lactate[e] + prostaglandin A2[c] <=> L-lactate[c] + prostaglandin A2[e]	157	94	1	1	0.9	63	1	0.9	1.11111111111111
MAR04062		pyridoxal[c] <=> pyridoxal[e]	159	94	1	1	0.9	65	1	0.928571428571429	1.07692307692308
MAR10367	Transport of O-Propanoylcarnitine, Sodium Symport	O-propanoylcarnitine[c] <=> O-propanoylcarnitine[e]	159	94	1	1	0.9	65	1	0.928571428571429	1.07692307692308
MAR07708		glyoxalate[c] <=> glyoxalate[m]	160	94	1	1	0.9	66	1	0.942857142857143	1.06060606060606
MAR10388	Transport of (R)-Mevalonate	(R)-mevalonate[c] <=> (R)-mevalonate[e]	160	94	1	1	0.9	66	1	0.942857142857143	1.06060606060606
MAR10479	Transport of L-Normetanephrine	normetanephrine[e] <=> normetanephrine[c]	160	94	1	1	0.9	66	1	0.942857142857143	1.06060606060606
MAR08431		creatine-phosphate[c] => creatinine[c] + Pi[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR05264		apoB100[c] + 4560 ATP[c] + 9120 H2O[c] => 4560 ADP[c] + 275 alanine[c] + 150 arginine[c] + 247 asparagine[c] + 233 aspartate[c] + 25 cysteine[c] + 298 glutamate[c] + 230 glutamine[c] + 207 glycine[c] + 4584 H+[c] + 115 histidine[c] + 285 isoleucine[c] + 533 leucine[c] + 357 lysine[c] + 79 methionine[c] + 224 phenylalanine[c] + 4560 Pi[c] + 171 proline[c] + 392 serine[c] + 300 threonine[c] + 37 tryptophan[c] + 151 tyrosine[c] + 252 valine[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01969	3'-phosphoadenylylsulfate:alcohol sulfotransferase	dehydroepiandrosterone[c] + PAPS[c] => dehydroepiandrosterone sulfate[c] + H+[c] + PAP[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR04990		H2S[c] <=> H2S[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR06138		bilirubin-bisglucuronoside[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin-bisglucuronoside[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR06140		HCO3-[c] + LTD4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + LTD4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR06147		HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + thromboxane B2[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + thromboxane B2[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR06160		bilirubin-monoglucuronoside[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin-monoglucuronoside[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR06211		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin I2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin I2[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR08937		HCO3-[c] + prostaglandin I2[e] => HCO3-[e] + prostaglandin I2[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01572		HMG-CoA[c] <=> HMG-CoA[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR03950		5,10-methylene-THF[c] <=> 5,10-methylene-THF[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR04922		CO2[c] <=> CO2[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR05096		asparagine[c] => asparagine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR05112		methionine[c] => methionine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR05121		cysteine[c] => cysteine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01095		H+[c] <=> H+[n]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR03953		6-phospho-D-gluconate[c] <=> 6-phospho-D-gluconate[r]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01381	L-Glutamine Transport via Electroneutral Transporter	glutamine[c] => glutamine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01464	Transport of Isoleucine, Mitochondrial	isoleucine[c] <=> isoleucine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01480	Transport of L-Leucine, Mitochondrial	leucine[c] <=> leucine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR01821	Valine Reversible Mitochondrial Transport	valine[c] <=> valine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR02299	Vesicular Transport	tyrosine[c] => tyrosine[m]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR08995	Secretion of Taurine	taurine[c] => taurine[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR09057	Transport of (R)-Pantothenate	pantothenate[e] <=> pantothenate[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR09823	Transport of Cystine	L-cystathionine[e] <=> L-cystathionine[c]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR09987	Transport of 5(S)-HPETE, Diffusion	5(S)-HPETE[c] <=> 5(S)-HPETE[e]	161	94	1	1	0.9	67	1	0.957142857142857	1.04477611940298
MAR08584		H2O[e] + starch structure 2[e] => glucose[e] + maltose[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04831	Lactose:(acceptor) 3-oxidoreductase	lactose[e] + NAD+[e] <=> 3-ketolactose[e] + H+[e] + NADH[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08764		H2O[l] + lactose[l] => galactose[l] + glucose[l]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00454	ATP:D-glyceraldehyde 3-phosphotransferase	ATP[c] + glyceraldehyde[c] => ADP[c] + D-glyceraldehyde 3-phosphate[c] + H+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04093	Acetyl-CoA hydrolase	acetyl-CoA[c] + H2O[c] => acetate[c] + CoA[c] + H+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04095	Acetyl-CoA hydrolase	acetyl-CoA[m] + H2O[m] => acetate[m] + CoA[m] + H+[m]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08517	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)	D-glyceraldehyde 3-phosphate[c] => methylglyoxal[c] + Pi[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04464	Acetoacetate carboxy-lyase (acetone-forming)	acetoacetate[m] + H+[m] => acetone[m] + CO2[m]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08078	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)	H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04519	hypoxanthine:NAD+ oxidoreductase	H2O[c] + hypoxanthine[c] + NAD+[c] => H+[c] + NADH[c] + xanthine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04520	Hypoxanthine:oxygen oxidoreductase	H2O[c] + hypoxanthine[c] + O2[c] => H2O2[c] + xanthine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04646	xanthine:NAD+ oxidoreductase	H2O[c] + NAD+[c] + xanthine[c] => H+[c] + NADH[c] + urate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04648	xanthine:NAD+ oxidoreductase	H2O[x] + NAD+[x] + xanthine[x] => H+[x] + NADH[x] + urate[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04649	Xanthine:oxygen oxidoreductase	H2O[c] + O2[c] + xanthine[c] => H2O2[c] + urate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04650	Xanthine:oxygen oxidoreductase	FAD[x] + H2O[x] + xanthine[x] => FADH2[x] + urate[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06605		H2O[c] + urate radical[c] <=> hydroxide[c] + urate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06606		ascorbate[c] + urate radical[c] <=> monodehydroascorbate[c] + urate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06607		H2O[c] + urate radical[c] <=> hydroxyl radical[c] + urate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06610		5-hydroxyisourate[c] + H2O[c] => allantoin[c] + CO2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06611	urate:oxygen oxidoreductase	H2O[c] + O2[c] + urate[c] <=> 5-hydroxyisourate[c] + H2O2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08755	Hypoxanthine:oxygen oxidoreductase	FAD[x] + H2O[x] + hypoxanthine[x] => FADH2[x] + xanthine[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR09797	Adenine aminohydrolase	adenine[c] + H2O[c] => hypoxanthine[c] + NH3[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR03793	(R)-3-Amino-2-methylpropanoate:pyruvate aminotransferase	2-methyl-3-oxopropanoate[m] + alanine[m] <=> D-3-amino-isobutanoate[m] + pyruvate[m]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04672	dCTP aminohydrolase	dCTP[c] + H2O[c] => dUTP[c] + NH3[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05394	Guanosine aminohydrolase	guanosine[c] + H2O[c] => NH3[c] + xanthosine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08446	Cytidine aminohydrolase	cytidine[n] + H2O[n] => NH3[n] + uridine[n]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08480	deoxycytidine aminohydrolase	deoxycytidine[n] + H2O[n] => deoxyuridine[n] + NH3[n]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07642	alanine racemase	D-alanine[c] <=> alanine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR03832	L-Arginine iminohydrolase	arginine[c] + H2O[c] => citrulline[c] + H+[c] + NH3[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04284	L-threonine acetaldehyde-lyase (glycine-forming)	threonine[c] => acetaldehyde[c] + glycine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04788	L-Alanine:glyoxylate aminotransferase	alanine[m] + glyoxalate[m] => glycine[m] + pyruvate[m]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08442		2-oxobutyrate[c] + CoA[c] + NAD+[c] => CO2[c] + NADH[c] + propanoyl-CoA[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08017	L-lysine:oxygen 2-oxidoreductase (deaminating)	FAD[x] + H2O[x] + lysine[x] => 6-amino-2-oxohexanoate[x] + FADH2[x] + H+[x] + NH3[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08018		6-amino-2-oxohexanoate[x] => delta1-piperideine-2-carboxylate[x] + H2O[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08019	L-pipecolate:NAD+ 2-oxidoreductase	delta1-piperideine-2-carboxylate[x] + H+[x] + NADH[x] => L-pipecolate[x] + NAD+[x]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08541	1,2-benzenediol:oxygen oxidoreductase	O2[c] + 2 tyrosine[c] => 2 L-dopa[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04233	2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase	2-aminomuconate semialdehyde[c] + H2O[c] + NAD+[c] => 2-aminomuconate[c] + 2 H+[c] + NADH[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04235		2-aminomuconate[c] + H2O[c] + NADPH[c] => 2-oxoadipate[c] + NADP+[c] + NH3[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06707	L-tryptophan decarboxy-lyase	H+[c] + tryptophan[c] => CO2[c] + tryptamine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06729	L-Tyrosine:oxygen oxidoreductase	2 H+[c] + O2[c] + tyrosine[c] => H2O[c] + L-dopa[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06731	3,4-Dihydroxy-L-phenylalanine carboxy-lyase	H+[c] + L-dopa[c] => CO2[c] + dopamine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06738		H2O[c] + salsolinol-1-carboxylate[c] <=> dopamine[c] + pyruvate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06740		salsolinol-1-carboxylate[c] => 1,2-dehydrosalsolinol[c] + CO2[c] + 2 H+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06765		3-methoxytyramine[c] + acetaldehyde[c] <=> H2O[c] + N-methylsalsolinol[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06787	L-tyrosine carboxy-lyase (tyramine-forming)	H+[c] + tyrosine[c] => CO2[c] + tyramine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06807		6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c] + H2O[c] <=> dopamine[c] + formaldehyde[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08794	Phenylacetate:CoA ligase	ATP[c] + CoA[c] + phenylacetate[c] => AMP[c] + phenylacetyl-CoA[c] + PPi[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08795	Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	glutamine[c] + phenylacetyl-CoA[c] => CoA[c] + phenylacetylglutamine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08796	phenylacetyl-CoA:glycine N-phenylacetyltransferase	glycine[c] + phenylacetyl-CoA[c] => CoA[c] + H+[c] + phenylacetylglycine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR03996	L-cysteine:NAD+ oxidoreductase	cystine[c] + H+[c] + NADH[c] <=> 2 cysteine[c] + NAD+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08682		cystine[c] + 2 GSH[c] <=> 2 cysteine[c] + GSSG[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07991	spermidine:(acceptor) oxidoreductase	H2O[c] + O2[c] + spermidine[c] => 1,3-diaminopropane[c] + 4-aminobutanal[c] + H2O2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08376	chitobiose N-acetylglucosaminohydrolase	chitin-component[e] + H2O[e] => N-acetylglucosamine[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07197		[protein][c] + serine[c] => [protein]-L-serine[c] + H2O[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08254		T-antigen[g] + UDP-N-acetylglucosamine[g] => glcnac-alpha-1,4-core 1[g] + H+[g] + UDP[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08255		core 2[g] + UDP-N-acetylglucosamine[g] => glcnac-alpha-1,4-core 2[g] + H+[g] + UDP[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08256		Tn-antigen[g] + UDP-N-acetyl-D-galactosamine[g] => core 5[g] + H+[g] + UDP[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08260		Tn-antigen[g] + UDP-N-acetyl-D-galactosamine[g] => core 7[g] + H+[g] + UDP[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08261		Tn-antigen[g] + UDP-galactose[g] => core 8[g] + H+[g] + UDP[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07295		(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] => (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07296		(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] => (alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07297		(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] => (alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07299		glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r] => glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07301		(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + 4 H2O[g] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + 3 glucose[g] + mannose[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07302		(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + 3 H2O[g] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + 2 glucose[g] + mannose[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07303		(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + 2 H2O[g] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + glucose[g] + mannose[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07304		glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g] + 2 H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + glucose[g] + mannose[g]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08692		dolichyl-D-glucosyl-phosphate[r] + H2O[r] => dolichyl-phosphate[r] + glucose[r] + H+[r]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05155		372 ATP[c] + 6 glycyl-tRNA(gly)[c] + 373 H2O[c] + 11 L-alanyl-tRNA(ala)[c] + 9 L-arginyl-tRNA(arg)[c] + L-asparaginyl-tRNA(asn)[c] + 8 L-aspartyl-tRNA(asp)[c] + 2 L-cysteinyl-tRNA(cys)[c] + 7 L-glutaminyl-tRNA(gln)[c] + 5 L-glutamyl-tRNA(glu)[c] + L-histidyl-tRNA(his)[c] + 4 L-isoleucyl-tRNA(ile)[c] + 20 L-leucyl-tRNA(leu)[c] + 4 L-lysyl-tRNA(lys)[c] + 5 L-methionyl-tRNA(met)[c] + 3 L-phenylalanyl-tRNA(phe)[c] + 9 L-prolyl-tRNA(pro)[c] + 8 L-seryl-tRNA(ser)[c] + 6 L-threonyl-tRNA(thr)[c] + 4 L-tyrosyl-tRNA(tyr)[c] + 11 L-valyl-tRNA(val)[c] => 372 ADP[c] + apo-[ACP][c] + 496 H+[c] + 372 Pi[c] + 11 tRNA(ala)[c] + 9 tRNA(arg)[c] + tRNA(asn)[c] + 8 tRNA(asp)[c] + 2 tRNA(cys)[c] + 7 tRNA(gln)[c] + 5 tRNA(glu)[c] + 6 tRNA(gly)[c] + tRNA(his)[c] + 4 tRNA(ile)[c] + 20 tRNA(leu)[c] + 4 tRNA(lys)[c] + 5 tRNA(met)[c] + 3 tRNA(phe)[c] + 9 tRNA(pro)[c] + 8 tRNA(ser)[c] + 6 tRNA(thr)[c] + 4 tRNA(tyr)[c] + 11 tRNA(val)[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05158		303 ATP[c] + 5 glycyl-tRNA(gly)[c] + 304 H2O[c] + 7 L-alanyl-tRNA(ala)[c] + 2 L-arginyl-tRNA(arg)[c] + L-asparaginyl-tRNA(asn)[c] + 4 L-aspartyl-tRNA(asp)[c] + 8 L-glutaminyl-tRNA(gln)[c] + 8 L-glutamyl-tRNA(glu)[c] + L-isoleucyl-tRNA(ile)[c] + 15 L-leucyl-tRNA(leu)[c] + 6 L-lysyl-tRNA(lys)[c] + 3 L-methionyl-tRNA(met)[c] + 4 L-phenylalanyl-tRNA(phe)[c] + 5 L-prolyl-tRNA(pro)[c] + 9 L-seryl-tRNA(ser)[c] + 10 L-threonyl-tRNA(thr)[c] + L-tryptophanyl-tRNA(trp)[c] + 5 L-tyrosyl-tRNA(tyr)[c] + 7 L-valyl-tRNA(val)[c] => 303 ADP[c] + apoC2[c] + 400 H+[c] + 303 Pi[c] + 7 tRNA(ala)[c] + 2 tRNA(arg)[c] + tRNA(asn)[c] + 4 tRNA(asp)[c] + 8 tRNA(gln)[c] + 8 tRNA(glu)[c] + 5 tRNA(gly)[c] + tRNA(ile)[c] + 15 tRNA(leu)[c] + 6 tRNA(lys)[c] + 3 tRNA(met)[c] + 4 tRNA(phe)[c] + 5 tRNA(pro)[c] + 9 tRNA(ser)[c] + 10 tRNA(thr)[c] + tRNA(trp)[c] + 5 tRNA(tyr)[c] + 7 tRNA(val)[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05159		297 ATP[c] + 3 glycyl-tRNA(gly)[c] + 298 H2O[c] + 15 L-alanyl-tRNA(ala)[c] + 4 L-arginyl-tRNA(arg)[c] + 7 L-aspartyl-tRNA(asp)[c] + 6 L-glutaminyl-tRNA(gln)[c] + 5 L-glutamyl-tRNA(glu)[c] + L-histidyl-tRNA(his)[c] + 11 L-leucyl-tRNA(leu)[c] + 6 L-lysyl-tRNA(lys)[c] + 3 L-methionyl-tRNA(met)[c] + 4 L-phenylalanyl-tRNA(phe)[c] + 3 L-prolyl-tRNA(pro)[c] + 12 L-seryl-tRNA(ser)[c] + 5 L-threonyl-tRNA(thr)[c] + 3 L-tryptophanyl-tRNA(trp)[c] + 2 L-tyrosyl-tRNA(tyr)[c] + 9 L-valyl-tRNA(val)[c] => 297 ADP[c] + apoC3[c] + 394 H+[c] + 297 Pi[c] + 15 tRNA(ala)[c] + 4 tRNA(arg)[c] + 7 tRNA(asp)[c] + 6 tRNA(gln)[c] + 5 tRNA(glu)[c] + 3 tRNA(gly)[c] + tRNA(his)[c] + 11 tRNA(leu)[c] + 6 tRNA(lys)[c] + 3 tRNA(met)[c] + 4 tRNA(phe)[c] + 3 tRNA(pro)[c] + 12 tRNA(ser)[c] + 5 tRNA(thr)[c] + 3 tRNA(trp)[c] + 2 tRNA(tyr)[c] + 9 tRNA(val)[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
