Var1	Var2	formulas	Var4	ADpresence	c1	c2	c3	NCIpresence	ADperc	NCIperc	presenceRatio
MAR06459		5-nitro-gamma-tocopherol[c] <=> gamma-tocopheroxyl-radical[c] + nitrite[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06460		5-nitro-gamma-tocopherol[c] + H2O[c] <=> gamma-tocopherol[c] + H+[c] + peroxynitrite[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06490		gamma-carboxyethyl-hydroxychroman[c] + UDP-glucuronate[c] => gamma-CEHC-glucuronide[c] + UDP[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR07012	beta-Naphthol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	2-naphthol[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + NADP+[c] + naphthalene-1,2-diol[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08032		debrisoquin[c] + H+[c] + NADPH[c] + O2[c] => 4-hydroxy-debrisoquine[c] + H2O[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08043		antipyrine[c] + H+[c] + NADPH[c] + 0.5 O2[c] => edaravone[c] + methanol[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08046		H+[c] + NADPH[c] + O2[c] + omeprazole[c] => 5-hydroxy-omeprazole[c] + H2O[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08052		H+[c] + NADPH[c] + O2[c] + tolbutamide[c] => 4-hydroxy-tolbutamide[c] + H2O[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08596		H+[c] + limonene[c] + NADPH[c] + O2[c] => (-)-trans-carveol[c] + H2O[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08598		H+[c] + limonene[c] + NADPH[c] + O2[c] => H2O[c] + NADP+[c] + perillyl alcohol[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR08601		(+)-alpha-pinene[c] + H+[c] + NADPH[c] + O2[c] => alpha-pinene-oxide[c] + H2O[c] + NADP+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR09465	Isomaltose 6-alpha-D-glucanohydrolase	H2O[e] + isomaltose[e] => 2 glucose[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00011		0.5 fatty acid-chylomicron pool[e] + 0.5 fatty acid-VLDL pool[e] => fatty acid-uptake pool[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00012		fatty acid-uptake pool[e] => 0.0001 (10Z)-heptadecenoic acid[e] + 0.0001 (11Z,14Z)-eicosadienoic acid[e] + 0.0001 (11Z,14Z,17Z)-eicosatrienoic acid[e] + 0.0001 (13Z)-eicosenoic acid[e] + 0.0001 (13Z)-octadecenoic acid[e] + 0.0001 (13Z,16Z)-docosadienoic acid[e] + 0.0001 (4Z,7Z,10Z,13Z,16Z)-DPA[e] + 0.0001 (6Z,9Z)-octadecadienoic acid[e] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[e] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[e] + 0.0001 (7Z)-octadecenoic acid[e] + 0.0001 (7Z)-tetradecenoic acid[e] + 0.0001 (9E)-tetradecenoic acid[e] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[e] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[e] + 0.0001 10,13,16,19-docosatetraenoic acid[e] + 0.0001 10,13,16-docosatriynoic acid[e] + 0.0001 12,15,18,21-tetracosatetraenoic acid[e] + 0.0001 13,16,19-docosatrienoic acid[e] + 0.0001 7-palmitoleic acid[e] + 0.0001 8,11-eicosadienoic acid[e] + 0.0001 9-eicosenoic acid[e] + 0.0001 9-heptadecylenic acid[e] + 0.0001 adrenic acid[e] + 0.0082 arachidonate[e] + 0.0001 behenic acid[e] + 0.0001 cerotic acid[e] + 0.0001 cis-cetoleic acid[e] + 0.0001 cis-erucic acid[e] + 0.0001 cis-gondoic acid[e] + 0.0001 cis-vaccenic acid[e] + 0.0041 DHA[e] + 0.002 dihomo-gamma-linolenate[e] + 0.0001 DPA[e] + 0.0001 eicosanoate[e] + 0.0001 elaidate[e] + 0.001 EPA[e] + 0.0001 gamma-linolenate[e] + 0.0001 heneicosanoic acid[e] + 0.0001 lauric acid[e] + 0.0001 lignocerate[e] + 0.1535 linoleate[e] + 0.0092 linolenate[e] + 0.0001 margaric acid[e] + 0.0001 mead acid[e] + 0.0338 myristic acid[e] + 0.0001 nervonic acid[e] + 0.0001 nonadecylic acid[e] + 0.3837 oleate[e] + 0.0001 omega-3-arachidonic acid[e] + 0.3015 palmitate[e] + 0.0522 palmitolate[e] + 0.0001 pentadecylic acid[e] + 0.0001 physeteric acid[e] + 0.046 stearate[e] + 0.0001 stearidonic acid[e] + 0.0001 tricosanoic acid[e] + 0.0001 tridecylic acid[e] + 0.0001 ximenic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00477		2 bile-PC pool[e] + PC-LD pool[e] + PE-LD pool[e] => phospholipids extracellular pool[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05233		HDL remnant[l] => 2 apoA1[l] + 30 H+[l] + 90 PC-LD pool[l] + 25 PE-LD pool[l] + 30 PS-LD pool[l] + 75 SM pool[l]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05234		2 apoA1[r] + 20 cholesterol[r] + 160 cholesterol-ester pool[r] + 30 H+[r] + 90 PC-LD pool[r] + 25 PE-LD pool[r] + 30 PS-LD pool[r] + 75 SM pool[r] => HDL[r]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05239		25 2-lysolecithin pool[r] + apoB100[r] + 110 CDP-diacylglycerol-LD-PI pool[r] + 680 cholesterol[r] + 1515 cholesterol-ester pool[r] + 220 H+[r] + 425 PC-LD pool[r] + 30 PE-LD pool[r] + 160 SM pool[r] => LDL[r]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05244		165 2-lysolecithin pool[r] + apoB100[r] + 7 apoE[r] + 500 cholesterol[r] + 1645 cholesterol-ester pool[r] + H+[r] + 2165 PC-LD pool[r] + 185 PE-LD pool[r] + PI pool[r] + 755 SM pool[r] + 10385 TAG-VLDL pool[r] => VLDL[r]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR09022		TAG-extraction[e] => 0.5 TAG-chylomicron pool[e] + 0.5 TAG-VLDL pool[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00016		0.0001 (10Z)-heptadecenoic acid[e] + 0.0023 (11Z,14Z)-eicosadienoic acid[e] + 0.0003 (11Z,14Z,17Z)-eicosatrienoic acid[e] + 0.0002 (13Z)-eicosenoic acid[e] + 0.003 (13Z)-octadecenoic acid[e] + 0.0001 (13Z,16Z)-docosadienoic acid[e] + 0.0001 (4Z,7Z,10Z,13Z,16Z)-DPA[e] + 0.0001 (6Z,9Z)-octadecadienoic acid[e] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[e] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[e] + 0.0001 (7Z)-octadecenoic acid[e] + 0.0004 (7Z)-tetradecenoic acid[e] + 0.0023 (9E)-tetradecenoic acid[e] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[e] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[e] + 0.0001 10,13,16,19-docosatetraenoic acid[e] + 0.0001 10,13,16-docosatriynoic acid[e] + 0.0001 12,15,18,21-tetracosatetraenoic acid[e] + 0.0001 13,16,19-docosatrienoic acid[e] + 0.0045 7-palmitoleic acid[e] + 0.0002 8,11-eicosadienoic acid[e] + 0.001 9-eicosenoic acid[e] + 0.0037 9-heptadecylenic acid[e] + 0.0008 adrenic acid[e] + 0.0051 arachidonate[e] + 0.0002 behenic acid[e] + 0.0001 cerotic acid[e] + 0.0001 cis-cetoleic acid[e] + 0.0002 cis-erucic acid[e] + 0.0046 cis-gondoic acid[e] + 0.0204 cis-vaccenic acid[e] + 0.0012 DHA[e] + 0.0021 dihomo-gamma-linolenate[e] + 0.0009 DPA[e] + 0.0009 eicosanoate[e] + 0.0001 elaidate[e] + 0.0009 EPA[e] + 0.0005 gamma-linolenate[e] + 0.0001 heneicosanoic acid[e] + 0.0061 lauric acid[e] + 0.0001 lignocerate[e] + 0.1573 linoleate[e] + 0.0073 linolenate[e] + 0.0001 margaric acid[e] + 0.0001 mead acid[e] + 0.035 myristic acid[e] + 0.0001 nervonic acid[e] + 0.0001 nonadecylic acid[e] + 0.383 oleate[e] + 0.0004 omega-3-arachidonic acid[e] + 0.2478 palmitate[e] + 0.0395 palmitolate[e] + 0.0039 pentadecylic acid[e] + 0.0001 physeteric acid[e] + 0.0613 stearate[e] + 0.0001 stearidonic acid[e] + 0.0001 tricosanoic acid[e] + 0.0001 tridecylic acid[e] + 0.0001 ximenic acid[e] => NEFA blood pool out[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00017		SMCFA-blood-pool[e] => 0.125 butyrate[e] + 0.125 decanoic acid[e] + 0.125 heptylic acid[e] + 0.125 hexanoic acid[e] + 0.125 nonanoic acid[e] + 0.125 octanoic acid[e] + 0.125 undecylic acid[e] + 0.125 valeric acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00469		ATP[c] + H2O[c] + PE-LD pool[c] => ADP[c] + H+[c] + PE-LD pool[e] + Pi[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR00782		sphingosine-1-phosphate[c] <=> sphingosine-1-phosphate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR01910		ATP[r] + cholesterol[r] + H2O[r] => ADP[r] + cholesterol[c] + H+[r] + Pi[r]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR01913		2 ATP[c] + 2 H2O[c] + sulfate[c] => 2 ADP[c] + 2 H+[c] + 2 Pi[c] + sulfate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR02013		aldosterone[c] <=> aldosterone[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR03951		Na+[c] + sulfite[c] <=> Na+[e] + sulfite[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR03964	ATP phosphohydrolase	ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04063		pyridoxal-phosphate[c] <=> pyridoxal-phosphate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04875		orotate[c] <=> orotate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04934		acetate[e] + Na+[e] => acetate[c] + Na+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04939		2 Na+[e] + succinate[e] => 2 Na+[c] + succinate[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04948		acetaldehyde[c] <=> acetaldehyde[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04952		beta-alanine[e] => beta-alanine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04982		sarcosine[c] <=> sarcosine[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04983		Na+[e] + thymidine[e] => Na+[c] + thymidine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04989		nicotinate[c] <=> nicotinate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR04995		citrulline[e] + H+[e] + ornithine[c] => citrulline[c] + H+[c] + ornithine[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05011		methylglyoxal[c] <=> methylglyoxal[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05020		D-3-amino-isobutanoate[c] => D-3-amino-isobutanoate[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05023		NH4+[c] <=> NH4+[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05038		cytidine[e] + Na+[e] => cytidine[c] + Na+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05039		deoxyadenosine[e] + Na+[e] => deoxyadenosine[c] + Na+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05040		deoxycytidine[e] + Na+[e] => deoxycytidine[c] + Na+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05213		fibrinogen[c] <=> fibrinogen[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05215		haptoglobin[c] <=> haptoglobin[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05219		prothrombin[c] <=> prothrombin[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05231		LPL[c] <=> LPL[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05232		HDL remnant[e] => HDL remnant[l]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05236		HDL[r] => HDL[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05240		LDL[r] => LDL[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05317		Na+[e] + tryptophan[e] => Na+[c] + tryptophan[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05318		Na+[e] + tyrosine[e] => Na+[c] + tyrosine[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05440		bilirubin[e] => bilirubin[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05993		citrate[e] + H+[e] => citrate[c] + H+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR05995		citrate[e] + 2 Na+[e] => citrate[c] + 2 Na+[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06057		Na+[e] + Pi[e] => Na+[c] + Pi[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06103		GSH[c] + HCO3-[c] + leukotriene C4[e] <=> GSH[e] + HCO3-[e] + leukotriene C4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06106		GSH[c] + HCO3-[c] + leukotriene E4[e] <=> GSH[e] + HCO3-[e] + leukotriene E4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06107		bilirubin-monoglucuronoside[e] + GSH[c] + HCO3-[c] <=> bilirubin-monoglucuronoside[c] + GSH[e] + HCO3-[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06123		arachidonate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> arachidonate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06124		arachidonate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> arachidonate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06125		arachidonate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> arachidonate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06126		glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene C4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene C4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06127		HCO3-[c] + leukotriene C4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene C4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06128		HCO3-[c] + leukotriene C4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene C4[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06130		estrone 3-sulfate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> estrone 3-sulfate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06131		estrone 3-sulfate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> estrone 3-sulfate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06132		estrone 3-sulfate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> estrone 3-sulfate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06133		dehydroepiandrosterone sulfate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> dehydroepiandrosterone sulfate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06134		dehydroepiandrosterone sulfate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> dehydroepiandrosterone sulfate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06136		bilirubin-bisglucuronoside[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin-bisglucuronoside[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06137		bilirubin-bisglucuronoside[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> bilirubin-bisglucuronoside[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06145		glutathionyl-leukotriene C4[c] + HCO3-[c] + thromboxane B2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + thromboxane B2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06148		glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene A4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene A4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06149		HCO3-[c] + leukotriene A4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06150		HCO3-[c] + leukotriene A4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06151		glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene B4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene B4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06152		HCO3-[c] + leukotriene B4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06153		HCO3-[c] + leukotriene B4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06154		glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene E4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene E4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06155		HCO3-[c] + leukotriene E4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06156		HCO3-[c] + leukotriene E4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06157		glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene F4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene F4[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06158		HCO3-[c] + leukotriene F4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06159		HCO3-[c] + leukotriene F4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06162		bilirubin-monoglucuronoside[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin-monoglucuronoside[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06163		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin A1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin A1[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06164		HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06165		HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06169		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B1[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06171		HCO3-[c] + prostaglandin B1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B1[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06172		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06173		HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06174		HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06175		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C1[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06176		HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06177		HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06178		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06179		HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06180		HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06184		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D2[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06185		HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06186		HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06190		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E1[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06191		HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06192		HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06197		HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06198		HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-ethacrynic acid[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06199		glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F2alpha[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F2alpha[c]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
MAR06200		HCO3-[c] + prostaglandin F2alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F2alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e]	162	94	1	1	0.9	68	1	0.971428571428571	1.02941176470588
